order_id,customer_id,restaurant_id,partner_id,order_date,order_amount,delivery_time_minutes,order_status
1610,1150,258,159,2023-11-17,1051,22,Delivered
1611,1937,94,250,2023-01-04,803,47,Cancelled
1612,335,92,34,2023-08-10,1528,34,Delivered
1613,1766,227,176,2023-11-23,1556,49,Delivered
1614,397,56,391,2023-04-29,586,34,Delivered
1615,656,272,242,2023-02-22,1552,34,Delivered
1616,431,293,345,2023-03-21,813,25,Cancelled
1617,812,88,437,2023-03-22,1399,57,Delivered
1618,1960,265,243,2023-12-01,1369,41,Delivered
1619,552,118,478,2023-05-15,1116,34,Delivered
1620,628,171,373,2023-07-01,1848,35,Delivered
1621,872,289,202,2023-08-02,161,40,Delivered
1622,838,182,331,2023-03-13,1085,32,Delivered
1623,1443,104,107,2023-12-05,1617,31,Delivered
1624,765,13,165,2023-08-07,1769,39,Delivered
1625,1147,103,409,2023-04-21,1414,47,Delivered
1626,562,55,39,2023-05-05,478,35,Delivered
1627,1929,241,488,2023-01-24,1749,57,Delivered
1628,1966,250,128,2023-05-24,1392,52,Delivered
1629,208,29,328,2023-06-25,715,49,Delivered
1630,1892,146,57,2023-08-30,425,19,Delivered
1631,1588,212,423,2023-03-19,1939,24,Delivered
1632,1176,103,288,2023-02-15,1047,30,Delivered
1633,1120,134,286,2023-09-29,1823,33,Delivered
1634,288,35,446,2023-12-25,1606,35,Delivered
1635,740,229,383,2023-04-20,527,35,Cancelled
1636,944,186,171,2023-04-12,1537,60,Delivered
1637,1237,12,72,2023-03-03,1465,41,Delivered
1638,1651,250,409,2023-01-25,1853,48,Delivered
1639,1050,192,9,2023-10-17,1045,17,Delivered
1640,1789,168,405,2023-10-03,1157,33,Cancelled
1641,1300,35,377,2023-02-08,1307,20,Delivered
1642,1599,58,273,2023-03-23,1785,47,Cancelled
1643,180,294,473,2023-08-28,1399,56,Delivered
1644,1540,38,393,2023-12-17,1032,32,Cancelled
1645,1822,78,334,2023-06-19,299,26,Delivered
1646,696,233,271,2023-12-21,1664,42,Delivered
1647,823,295,151,2023-01-04,1427,39,Cancelled
1648,462,166,219,2023-03-19,680,29,Delivered
1649,1573,168,273,2023-08-23,1488,57,Delivered
1650,1683,295,474,2023-07-01,1979,60,Delivered
1651,313,97,396,2023-03-17,572,34,Cancelled
1652,54,274,309,2023-01-21,1746,23,Delivered
1653,1956,36,168,2023-06-11,621,57,Delivered
1654,621,84,218,2023-05-19,627,28,Delivered
1655,56,71,450,2023-08-14,402,39,Delivered
1656,1777,107,195,2023-01-26,1065,43,Delivered
1657,422,195,303,2023-03-05,340,26,Delivered
1658,1185,265,63,2023-03-25,1699,28,Delivered
1659,1002,184,384,2023-06-12,1000,27,Delivered
1660,186,260,185,2023-09-02,672,47,Delivered
1661,936,9,4,2023-07-14,1795,41,Delivered
1662,1757,52,182,2023-07-04,784,19,Delivered
1663,1737,154,118,2023-12-26,322,56,Delivered
1664,799,242,9,2023-05-21,1644,56,Delivered
1665,93,73,434,2023-05-08,513,51,Cancelled
1666,1063,80,72,2023-12-22,1112,17,Delivered
1667,1644,108,444,2023-12-05,750,38,Delivered
1668,1687,81,215,2023-03-30,507,48,Delivered
1669,1520,93,187,2023-02-26,1760,25,Cancelled
1670,418,157,207,2023-11-17,914,31,Delivered
1671,59,14,170,2023-01-15,1970,45,Delivered
1672,1786,74,468,2023-07-28,245,49,Delivered
1673,1226,269,87,2023-03-22,355,15,Delivered
1674,457,48,215,2023-02-03,380,45,Delivered
1675,851,275,226,2023-03-10,1904,53,Delivered
1676,2,160,244,2023-08-29,1992,31,Delivered
1677,1345,277,188,2023-11-11,1518,60,Delivered
1678,1010,293,101,2023-03-06,599,47,Delivered
1679,1930,74,116,2023-12-04,318,21,Delivered
1680,579,54,128,2023-04-26,663,26,Delivered
1681,617,169,364,2023-08-25,1518,52,Delivered
1682,1183,137,390,2023-03-09,821,42,Delivered
1683,298,297,378,2023-01-18,1681,39,Delivered
1684,1627,102,94,2023-01-08,442,55,Delivered
1685,1628,122,83,2023-07-23,810,15,Delivered
1686,991,177,97,2023-11-18,1930,51,Delivered
1687,440,233,319,2023-05-15,1267,43,Delivered
1688,573,264,474,2023-06-22,840,26,Delivered
1689,1653,250,396,2023-10-09,1084,57,Delivered
1690,1754,176,391,2023-09-23,688,19,Delivered
1691,874,14,494,2023-10-06,408,21,Delivered
1692,937,57,62,2023-10-09,1609,33,Delivered
1693,712,158,232,2023-08-12,1283,20,Delivered
1694,1991,259,94,2023-07-23,1829,47,Cancelled
1695,1721,114,398,2023-01-09,556,37,Delivered
1696,1598,78,289,2023-09-29,1225,18,Delivered
1697,743,277,118,2023-12-22,1237,25,Delivered
1698,206,85,326,2023-11-21,1909,54,Delivered
1699,1906,78,277,2023-11-09,1018,27,Delivered
1700,1965,206,152,2023-07-19,1995,48,Delivered
1701,1831,244,240,2023-06-14,428,34,Cancelled
1702,515,285,343,2023-06-09,577,54,Delivered
1703,137,31,387,2023-07-30,437,24,Delivered
1704,329,125,201,2023-03-23,1473,41,Delivered
1705,397,128,428,2023-06-29,294,29,Delivered
1706,566,72,458,2023-07-25,402,52,Cancelled
1707,311,106,228,2023-03-14,1526,32,Cancelled
1708,23,61,267,2023-06-09,1223,21,Delivered
1709,1226,242,119,2023-12-05,1047,34,Delivered
1710,1109,233,79,2023-02-06,1952,36,Delivered
1711,1945,21,196,2023-05-11,381,55,Cancelled
1712,1199,87,449,2023-12-30,1566,46,Delivered
1713,461,268,53,2023-02-15,1648,53,Delivered
1714,1772,186,124,2023-12-07,1162,59,Cancelled
1715,864,30,327,2023-02-23,1921,32,Cancelled
1716,1501,142,464,2023-05-09,1461,47,Delivered
1717,1366,129,183,2023-02-12,176,21,Delivered
1718,995,125,300,2023-09-11,603,52,Delivered
1719,545,54,400,2023-12-29,1149,50,Delivered
1720,1159,193,311,2023-09-23,1932,57,Delivered
1721,1233,56,303,2023-11-26,351,51,Delivered
1722,1980,123,185,2023-10-25,1527,60,Delivered
1723,864,202,368,2023-01-21,861,56,Cancelled
1724,1746,236,294,2023-09-25,226,40,Delivered
1725,1287,222,343,2023-01-14,592,51,Delivered
1726,1292,169,51,2023-05-30,994,16,Delivered
1727,1740,130,184,2023-12-16,854,37,Delivered
1728,510,142,229,2023-01-25,814,44,Cancelled
1729,1301,135,394,2023-03-24,578,50,Delivered
1730,1121,165,380,2023-07-25,1692,37,Delivered
1731,353,256,439,2023-02-15,833,37,Delivered
1732,1516,117,163,2023-06-06,357,20,Delivered
1733,641,255,328,2023-04-06,1699,39,Delivered
1734,1754,249,180,2023-06-22,1800,43,Delivered
1735,1546,82,492,2023-03-28,811,16,Cancelled
1736,1192,159,466,2023-09-17,1584,56,Delivered
1737,1550,287,276,2023-04-02,965,54,Delivered
1738,407,48,47,2023-12-31,1374,57,Delivered
1739,540,75,367,2023-06-24,1241,37,Delivered
1740,1887,198,54,2023-05-31,1406,51,Delivered
1741,664,116,227,2023-01-21,653,50,Cancelled
1742,561,14,254,2023-04-25,1856,59,Delivered
1743,503,116,226,2023-11-28,1812,28,Cancelled
1744,608,125,494,2023-01-11,1906,54,Delivered
1745,899,213,285,2023-10-10,1313,27,Delivered
1746,1737,266,298,2023-07-24,1434,51,Delivered
1747,793,134,362,2023-07-06,1795,31,Cancelled
1748,747,121,164,2023-10-04,881,19,Delivered
1749,276,165,441,2023-12-26,655,49,Cancelled
1750,198,260,363,2023-09-01,1246,35,Delivered
1751,1693,117,369,2023-06-28,1619,59,Delivered
1752,1135,115,239,2023-05-18,1326,18,Delivered
1753,897,255,303,2023-08-12,282,25,Delivered
1754,919,287,333,2023-01-30,1984,37,Delivered
1755,1447,76,33,2023-12-16,875,19,Delivered
1756,566,292,130,2023-01-15,1611,53,Cancelled
1757,1443,69,203,2023-04-21,1505,43,Delivered
1758,1428,156,170,2023-04-30,1317,47,Delivered
1759,296,277,349,2023-10-28,794,15,Cancelled
1760,109,184,301,2023-03-03,1736,19,Cancelled
1761,1085,212,374,2023-03-24,1650,27,Delivered
1762,1232,92,428,2023-04-03,210,56,Delivered
1763,1493,62,170,2023-02-15,342,40,Cancelled
1764,1944,199,413,2023-07-28,930,59,Delivered
1765,1736,176,94,2023-02-19,787,37,Delivered
1766,882,130,256,2023-02-16,527,31,Delivered
1767,465,180,332,2023-11-21,317,36,Delivered
1768,193,269,132,2023-01-11,1950,53,Delivered
1769,1141,31,350,2023-07-11,345,25,Delivered
1770,1084,7,3,2023-06-17,937,34,Delivered
1771,1854,291,289,2023-07-11,1909,19,Delivered
1772,387,256,94,2023-10-02,597,37,Cancelled
1773,1400,80,308,2023-07-11,1325,26,Delivered
1774,1447,91,260,2023-03-18,1817,43,Cancelled
1775,80,276,455,2023-03-03,1803,34,Delivered
1776,221,179,350,2023-04-03,1358,48,Cancelled
1777,205,255,99,2023-11-05,467,54,Delivered
1778,1921,233,476,2023-12-04,1272,39,Cancelled
1779,1934,60,343,2023-10-11,284,36,Delivered
1780,290,123,492,2023-09-09,535,40,Delivered
1781,121,246,416,2023-12-04,1599,52,Delivered
1782,1065,47,340,2023-12-02,806,48,Delivered
1783,1439,273,268,2023-07-21,1700,49,Delivered
1784,579,165,70,2023-08-18,1713,27,Delivered
1785,1283,219,207,2023-08-11,922,20,Delivered
1786,1007,54,165,2023-10-15,1141,54,Delivered
1787,1020,148,395,2023-12-17,1581,18,Delivered
1788,86,97,485,2023-02-15,778,52,Delivered
1789,1170,278,89,2023-11-25,792,18,Delivered
1790,97,156,198,2023-04-07,870,49,Delivered
1791,1691,223,379,2023-09-18,1223,26,Delivered
1792,1395,23,467,2023-04-20,352,44,Delivered
1793,1828,114,365,2023-06-13,299,60,Cancelled
1794,424,293,328,2023-11-10,181,17,Delivered
1795,422,60,474,2023-05-29,159,30,Cancelled
1796,1875,170,91,2023-07-19,1842,29,Delivered
1797,1716,206,23,2023-03-21,440,53,Delivered
1798,1370,133,452,2023-08-05,1543,51,Delivered
1799,1848,159,105,2023-12-01,1658,32,Delivered
1800,21,213,422,2023-07-31,922,32,Delivered
1801,389,250,130,2023-11-04,171,55,Delivered
1802,86,230,66,2023-12-06,1562,29,Delivered
1803,235,60,82,2023-09-08,286,26,Delivered
1804,343,132,490,2023-12-15,1614,59,Delivered
1805,1099,147,146,2023-10-19,685,21,Delivered
1806,809,104,487,2023-02-14,1286,46,Delivered
1807,1062,19,241,2023-09-03,373,22,Delivered
1808,1707,199,95,2023-02-12,1711,59,Delivered
1809,496,224,316,2023-07-09,1047,24,Delivered
1810,1576,22,340,2023-09-15,1720,27,Delivered
1811,1485,163,23,2023-10-19,179,24,Delivered
1812,1947,129,472,2023-03-31,867,44,Delivered
1813,1320,29,201,2023-07-14,463,33,Delivered
1814,462,95,322,2023-04-10,837,57,Delivered
1815,52,226,36,2023-05-06,1382,48,Delivered
1816,330,74,281,2023-06-12,266,22,Delivered
1817,840,266,274,2023-01-09,1416,25,Delivered
1818,659,190,20,2023-03-15,1996,21,Delivered
1819,13,196,2,2023-10-16,269,39,Delivered
1820,246,115,391,2023-11-18,222,51,Delivered
1821,41,244,480,2023-10-20,1470,39,Delivered
1822,1262,199,231,2023-05-02,1548,46,Delivered
1823,707,233,246,2023-03-20,1080,49,Delivered
1824,459,74,147,2023-11-23,1647,26,Cancelled
1825,796,132,452,2023-03-24,903,16,Cancelled
1826,615,74,22,2023-08-24,990,60,Delivered
1827,1745,117,206,2023-03-06,1870,55,Cancelled
1828,1929,208,216,2023-08-02,1093,43,Delivered
1829,796,238,187,2023-06-22,817,57,Delivered
1830,1482,272,106,2023-05-06,594,60,Delivered
1831,399,187,461,2023-08-26,1272,41,Delivered
1832,629,110,202,2023-03-14,1113,21,Delivered
1833,927,154,464,2023-11-16,994,18,Delivered
1834,692,283,456,2023-03-22,1500,39,Delivered
1835,885,93,483,2023-08-15,198,59,Cancelled
1836,1163,89,140,2023-12-15,1303,24,Delivered
1837,1178,102,78,2023-07-30,798,44,Delivered
1838,1513,67,391,2023-09-07,797,54,Delivered
1839,1255,272,377,2023-11-18,1943,17,Cancelled
1840,1612,34,44,2023-01-11,167,18,Delivered
1841,185,161,477,2023-07-02,565,24,Delivered
1842,630,34,186,2023-11-16,796,52,Cancelled
1843,915,244,174,2023-12-27,508,33,Cancelled
1844,1644,288,82,2023-03-19,484,41,Delivered
1845,1865,210,82,2023-10-15,1281,55,Delivered
1846,576,128,500,2023-02-28,1509,24,Delivered
1847,199,21,70,2023-07-15,1118,39,Cancelled
1848,1572,11,301,2023-12-19,1825,38,Delivered
1849,1198,293,94,2023-08-18,1980,16,Cancelled
1850,1939,291,177,2023-06-23,324,38,Cancelled
1851,277,154,347,2023-07-21,456,22,Delivered
1852,1620,101,493,2023-11-21,806,33,Cancelled
1853,1944,43,182,2023-11-05,1787,46,Delivered
1854,1825,214,87,2023-07-06,1893,31,Delivered
1855,574,267,463,2023-01-13,1152,35,Delivered
1856,107,123,359,2023-06-06,688,43,Cancelled
1857,692,21,140,2023-12-03,1088,57,Cancelled
1858,1130,17,67,2023-11-16,171,51,Delivered
1859,780,103,464,2023-08-29,928,39,Delivered
1860,1377,139,357,2023-07-12,837,38,Delivered
1861,1749,218,209,2023-12-29,850,23,Delivered
1862,1473,134,283,2023-04-09,1151,33,Cancelled
1863,1871,231,471,2023-12-10,323,57,Delivered
1864,1765,261,459,2023-02-28,197,23,Cancelled
1865,220,125,39,2023-04-01,914,19,Delivered
1866,1642,122,399,2023-02-14,1918,19,Delivered
1867,28,175,446,2023-11-13,294,24,Delivered
1868,1978,236,324,2023-06-19,1759,57,Delivered
1869,250,29,361,2023-03-13,558,20,Delivered
1870,1471,47,2,2023-08-10,1771,58,Delivered
1871,103,41,199,2023-06-14,1430,48,Delivered
1872,1675,102,363,2023-09-11,1389,60,Delivered
1873,590,32,227,2023-04-05,1189,15,Delivered
1874,1996,102,135,2023-03-15,1948,49,Delivered
1875,388,64,360,2023-02-08,535,26,Delivered
1876,1549,117,84,2023-07-22,1451,52,Delivered
1877,845,260,328,2023-05-27,596,42,Delivered
1878,707,124,272,2023-01-04,1491,58,Delivered
1879,1545,83,34,2023-02-01,278,46,Delivered
1880,1502,31,318,2023-08-09,313,58,Delivered
1881,1467,229,7,2023-12-12,330,35,Delivered
1882,1877,186,358,2023-12-15,1390,58,Delivered
1883,1166,135,373,2023-06-13,1073,37,Cancelled
1884,984,190,256,2023-06-03,1713,46,Delivered
1885,1526,98,117,2023-10-28,499,17,Delivered
1886,840,239,451,2023-08-25,814,40,Delivered
1887,1842,238,232,2023-03-20,440,39,Delivered
1888,51,72,404,2023-06-12,931,55,Delivered
1889,749,8,223,2023-12-05,503,24,Delivered
1890,377,112,49,2023-01-09,951,45,Delivered
1891,691,102,12,2023-09-12,953,25,Delivered
1892,1957,282,143,2023-04-27,539,46,Delivered
1893,1023,222,223,2023-03-23,1148,57,Delivered
1894,1970,55,35,2023-06-15,1595,45,Delivered
1895,290,121,266,2023-09-11,1795,28,Delivered
1896,27,158,324,2023-03-23,843,55,Delivered
1897,1267,220,314,2023-03-04,1376,23,Delivered
1898,699,192,414,2023-12-19,1919,23,Delivered
1899,1988,243,33,2023-01-10,1065,38,Delivered
1900,429,168,353,2023-04-30,1935,35,Delivered
1901,1847,244,403,2023-05-24,1286,36,Delivered
1902,679,100,462,2023-03-07,809,55,Delivered
1903,1867,118,363,2023-10-31,1398,30,Delivered
1904,511,251,289,2023-08-29,1973,16,Delivered
1905,1804,49,197,2023-03-17,1427,35,Delivered
1906,1006,237,309,2023-05-17,287,43,Delivered
1907,396,142,365,2023-03-15,895,18,Delivered
1908,458,2,168,2023-07-02,1839,54,Delivered
1909,300,140,490,2023-06-13,1142,35,Delivered
1910,1099,103,422,2023-11-27,535,53,Delivered
1911,606,32,377,2023-04-10,1222,47,Delivered
1912,1620,193,217,2023-12-25,1826,15,Delivered
1913,419,74,152,2023-01-13,209,56,Delivered
1914,864,41,189,2023-08-27,1738,24,Delivered
1915,783,285,81,2023-11-01,1059,35,Delivered
1916,561,234,142,2023-04-12,1596,53,Delivered
1917,334,66,166,2023-01-09,403,18,Delivered
1918,1132,245,189,2023-03-14,795,39,Cancelled
1919,1288,223,331,2023-06-15,960,26,Delivered
1920,1713,18,330,2023-05-25,813,51,Delivered
1921,81,262,29,2024-01-01,420,46,Delivered
1922,140,72,78,2023-02-22,1220,25,Delivered
1923,482,48,387,2023-07-04,881,36,Cancelled
1924,704,36,253,2023-07-25,1266,18,Delivered
1925,1315,203,356,2023-03-21,1272,20,Delivered
1926,919,82,60,2023-05-14,615,30,Delivered
1927,1400,286,13,2023-01-27,1466,59,Delivered
1928,87,22,113,2023-04-30,462,23,Delivered
1929,662,199,388,2023-11-21,1522,40,Delivered
1930,1568,149,253,2023-01-13,1521,60,Delivered
1931,1127,35,21,2023-04-13,1357,17,Delivered
1932,1194,252,4,2023-06-28,1587,20,Delivered
1933,754,261,461,2023-03-26,963,28,Delivered
1934,16,145,137,2023-10-12,916,47,Delivered
1935,1710,104,387,2023-11-08,674,36,Delivered
1936,1839,134,202,2023-03-03,1482,33,Delivered
1937,913,263,395,2023-07-27,569,26,Delivered
1938,794,55,381,2023-04-16,559,51,Delivered
1939,612,110,454,2023-10-31,1824,34,Delivered
1940,112,118,291,2023-05-10,594,47,Delivered
1941,26,111,425,2023-04-03,1912,36,Delivered
1942,1940,199,369,2023-06-17,1087,40,Delivered
1943,339,252,246,2023-10-15,1372,33,Delivered
1944,1367,128,40,2023-11-12,369,15,Delivered
1945,1269,26,439,2023-01-06,711,15,Cancelled
1946,782,291,493,2023-03-23,349,18,Delivered
1947,1323,98,498,2023-08-05,1669,38,Delivered
1948,856,12,153,2023-01-18,1990,22,Delivered
1949,539,234,477,2023-04-15,396,55,Delivered
1950,1397,16,451,2023-09-01,507,15,Delivered
1951,1485,121,234,2023-10-24,1573,50,Delivered
1952,47,289,246,2023-02-02,1647,59,Delivered
1953,134,204,348,2023-07-13,211,17,Delivered
1954,1701,239,212,2023-03-31,177,51,Delivered
1955,1345,33,492,2023-05-24,1603,33,Cancelled
1956,416,137,13,2023-12-10,706,27,Delivered
1957,918,1,333,2023-01-23,1938,51,Delivered
1958,892,287,488,2023-12-26,1150,29,Delivered
1959,1521,25,147,2023-07-06,331,53,Delivered
1960,1681,242,279,2023-03-25,914,57,Delivered
1961,1488,283,277,2023-03-16,806,55,Cancelled
1962,357,298,206,2023-07-10,1107,37,Delivered
1963,303,254,346,2023-10-05,985,38,Delivered
1964,178,130,454,2023-03-12,831,37,Cancelled
1965,924,277,442,2023-12-15,486,17,Delivered
1966,1881,75,307,2023-06-24,1256,55,Delivered
1967,327,294,72,2023-04-16,1838,59,Delivered
1968,1687,215,451,2023-02-27,1176,49,Delivered
1969,213,295,3,2023-05-11,1277,57,Delivered
1970,1515,117,351,2023-12-30,1763,36,Cancelled
1971,667,192,281,2023-07-22,1221,57,Delivered
1972,449,296,180,2023-07-28,1558,21,Delivered
1973,1319,233,80,2023-12-22,1983,27,Delivered
1974,1830,259,410,2023-02-25,1164,24,Delivered
1975,1424,157,124,2023-07-27,770,28,Cancelled
1976,198,98,13,2023-01-09,213,33,Delivered
1977,381,37,35,2023-05-10,1076,22,Delivered
1978,733,207,6,2023-12-24,1373,34,Delivered
1979,768,107,156,2023-08-08,1418,52,Delivered
1980,1301,22,348,2023-09-09,214,46,Cancelled
1981,64,131,359,2023-08-31,1913,39,Delivered
1982,1577,51,217,2023-12-19,1352,54,Delivered
1983,1944,252,14,2023-07-14,229,46,Cancelled
1984,178,244,130,2023-10-06,338,20,Delivered
1985,1702,49,233,2023-07-14,1684,36,Delivered
1986,962,18,166,2023-06-08,1281,60,Delivered
1987,444,211,49,2023-01-06,1550,23,Cancelled
1988,1383,15,479,2023-09-17,1060,19,Delivered
1989,949,141,357,2023-10-17,944,49,Delivered
1990,100,130,300,2023-03-02,1579,48,Delivered
1991,1848,232,151,2023-03-25,231,33,Delivered
1992,874,57,352,2023-03-21,1864,19,Delivered
1993,996,128,3,2023-07-18,1738,56,Delivered
1994,1583,193,23,2023-06-04,524,29,Cancelled
1995,1399,299,433,2023-09-10,618,60,Delivered
1996,1436,60,52,2023-03-26,435,23,Delivered
1997,1939,289,13,2023-08-13,1166,38,Delivered
1998,881,11,363,2023-09-26,1988,59,Delivered
1999,1114,55,215,2023-08-31,218,32,Delivered
2000,1438,217,35,2023-02-03,328,31,Delivered
2001,1362,184,244,2023-07-25,1188,30,Cancelled
2002,1794,71,62,2023-01-13,481,20,Cancelled
2003,1362,101,229,2023-12-04,1268,38,Delivered
2004,979,35,498,2023-12-03,529,52,Delivered
2005,1147,21,119,2023-04-14,451,34,Delivered
2006,1437,201,6,2023-07-10,272,47,Delivered
2007,231,269,341,2023-05-17,1349,48,Delivered
2008,1804,71,164,2023-05-05,1912,45,Delivered
2009,387,244,245,2023-09-03,588,21,Delivered
2010,1133,278,440,2023-02-06,449,57,Delivered
2011,1045,75,441,2023-02-04,1128,47,Delivered
2012,149,290,85,2023-05-07,1433,41,Cancelled
2013,741,116,424,2023-05-15,982,18,Delivered
2014,88,165,400,2023-07-22,206,27,Delivered
2015,1907,192,201,2023-08-19,1391,29,Delivered
2016,261,246,315,2023-09-18,1970,41,Delivered
2017,1548,81,124,2023-11-03,1217,33,Delivered
2018,154,222,308,2023-01-16,1004,19,Delivered
2019,1443,75,396,2023-11-25,231,38,Delivered
2020,576,238,333,2023-06-24,771,49,Delivered
2021,1883,158,438,2023-08-29,1197,46,Delivered
2022,1785,287,473,2023-12-16,1389,53,Delivered
2023,1176,71,241,2023-06-22,336,59,Delivered
2024,702,273,265,2023-11-12,1443,19,Delivered
2025,550,139,448,2023-05-28,1367,47,Delivered
2026,1899,166,465,2023-05-03,1309,27,Delivered
2027,628,99,423,2023-06-21,1210,58,Delivered
2028,541,218,343,2023-12-04,535,54,Delivered
2029,286,152,98,2023-12-18,1554,38,Cancelled
2030,1133,165,105,2023-08-25,1341,48,Delivered
2031,1484,150,327,2023-05-07,571,53,Delivered
2032,1701,173,94,2023-11-28,1808,46,Delivered
2033,803,248,368,2023-05-19,1313,44,Delivered
2034,300,131,311,2023-02-06,667,22,Delivered
2035,1666,282,202,2023-01-02,286,27,Cancelled
2036,522,254,233,2023-10-09,1345,32,Delivered
2037,862,102,137,2023-01-27,1025,55,Delivered
2038,1220,56,244,2023-08-12,942,35,Cancelled
2039,371,63,186,2023-01-28,234,19,Delivered
2040,1124,275,138,2023-03-07,1755,21,Delivered
2041,1407,217,105,2023-01-21,1975,57,Cancelled
2042,21,58,173,2023-11-16,1623,32,Delivered
2043,493,119,113,2023-11-13,1386,51,Delivered
2044,1901,283,182,2023-05-02,460,16,Delivered
2045,649,113,88,2023-07-16,566,49,Delivered
2046,1955,83,47,2023-10-20,1666,54,Delivered
2047,553,249,64,2023-02-18,654,41,Cancelled
2048,942,85,457,2023-03-30,601,32,Delivered
2049,490,158,223,2023-10-24,1913,53,Delivered
2050,914,110,119,2023-02-21,1885,20,Delivered
2051,910,227,77,2023-07-16,1892,54,Delivered
2052,48,278,392,2023-05-20,570,58,Delivered
2053,1618,269,176,2023-06-14,192,46,Delivered
2054,795,227,311,2023-04-16,913,24,Delivered
2055,1231,194,87,2023-07-26,574,28,Delivered
2056,830,141,128,2023-05-29,1990,29,Delivered
2057,1798,241,492,2023-01-13,1555,51,Delivered
2058,1429,34,232,2024-01-01,1788,16,Delivered
2059,707,185,196,2023-01-11,1155,42,Delivered
2060,1863,218,46,2023-08-12,672,37,Delivered
2061,751,134,246,2023-03-22,495,29,Delivered
2062,1321,265,307,2023-09-29,1809,27,Cancelled
2063,782,187,25,2023-04-28,334,60,Delivered
2064,190,284,26,2023-05-09,312,48,Cancelled
2065,928,77,151,2023-03-14,1908,42,Cancelled
2066,1876,96,118,2023-07-29,788,25,Delivered
2067,475,48,318,2023-01-27,1322,56,Delivered
2068,1786,91,148,2023-10-08,1113,42,Delivered
2069,484,9,414,2023-04-11,1384,60,Cancelled
2070,1583,52,138,2023-04-02,1243,22,Delivered
2071,1134,189,371,2023-04-02,462,49,Delivered
2072,504,5,167,2023-03-29,1719,32,Cancelled
2073,43,257,259,2023-01-30,956,23,Delivered
2074,961,80,434,2023-03-09,645,53,Delivered
2075,1176,143,237,2023-05-06,1081,26,Delivered
2076,1462,128,83,2023-11-24,1391,17,Delivered
2077,773,70,1,2023-05-28,1093,48,Delivered
2078,1388,203,282,2023-10-05,1637,40,Delivered
2079,956,267,182,2023-11-07,1332,60,Cancelled
2080,830,129,269,2023-07-28,491,47,Delivered
2081,259,19,106,2023-02-07,1378,38,Cancelled
2082,237,212,196,2023-07-12,763,38,Delivered
2083,998,102,385,2023-01-09,591,42,Delivered
2084,1537,76,231,2023-10-30,1768,23,Delivered
2085,619,203,126,2023-03-14,183,29,Delivered
2086,518,250,205,2023-08-27,1609,44,Cancelled
2087,420,238,67,2023-08-01,255,30,Delivered
2088,1838,52,152,2023-07-11,258,37,Cancelled
2089,792,222,40,2023-11-03,752,37,Delivered
2090,1130,245,21,2023-09-03,288,37,Delivered
2091,636,260,85,2023-01-06,357,24,Delivered
2092,1151,139,31,2023-01-13,1193,28,Delivered
2093,761,13,230,2023-07-26,834,54,Delivered
2094,1274,168,146,2023-07-08,254,48,Delivered
2095,1810,225,389,2023-09-07,1037,47,Delivered
2096,1597,281,374,2023-10-17,1186,19,Delivered
2097,315,194,170,2023-12-05,1612,43,Cancelled
2098,1301,137,74,2023-03-14,1710,27,Delivered
2099,787,142,202,2023-04-23,235,17,Delivered
2100,1953,69,100,2023-08-03,1315,27,Delivered
2101,1692,78,219,2023-10-08,1313,31,Delivered
2102,432,1,34,2023-03-25,1908,17,Cancelled
2103,989,34,113,2023-08-28,489,58,Delivered
2104,164,236,416,2023-06-25,1413,38,Delivered
2105,1958,133,296,2023-10-13,1272,36,Cancelled
2106,669,270,80,2023-12-08,1546,60,Delivered
2107,1398,143,413,2023-11-01,1743,30,Delivered
2108,46,223,248,2023-05-20,822,47,Delivered
2109,1993,208,27,2023-10-30,765,31,Delivered
2110,304,285,115,2023-04-23,1953,30,Delivered
2111,314,51,358,2023-10-05,1185,38,Delivered
2112,819,215,291,2023-06-19,762,20,Delivered
2113,1277,247,486,2023-12-06,285,35,Delivered
2114,117,224,208,2023-08-10,465,41,Cancelled
2115,63,171,481,2023-07-09,392,34,Delivered
2116,1801,252,476,2023-07-22,1355,28,Delivered
2117,1740,121,147,2023-05-05,1400,25,Delivered
2118,1225,168,304,2023-07-12,1897,20,Delivered
2119,169,5,77,2023-10-04,1027,46,Delivered
2120,1914,78,27,2023-01-02,1115,26,Cancelled
2121,597,188,348,2023-12-18,1843,59,Delivered
2122,1172,45,21,2023-03-26,1978,34,Delivered
2123,80,299,43,2023-01-21,1408,15,Delivered
2124,394,88,460,2023-07-20,1837,46,Delivered
2125,1216,150,316,2023-09-27,296,54,Delivered
2126,134,237,311,2023-05-14,472,56,Delivered
2127,1055,50,255,2023-11-07,608,59,Delivered
2128,806,174,341,2023-03-25,1573,45,Delivered
2129,735,261,157,2023-05-31,1488,60,Delivered
2130,857,121,407,2023-06-08,1514,35,Delivered
2131,945,77,361,2023-03-21,225,20,Delivered
2132,1793,61,76,2023-02-25,1069,23,Delivered
2133,151,145,395,2023-06-20,1558,35,Delivered
2134,1472,247,223,2023-07-29,401,56,Delivered
2135,1376,283,374,2023-10-28,769,60,Delivered
2136,970,18,187,2023-03-22,950,27,Delivered
2137,101,17,431,2023-05-10,947,26,Delivered
2138,950,204,402,2023-12-30,1916,35,Delivered
2139,1671,168,382,2023-12-29,1014,57,Delivered
2140,1875,291,445,2023-12-25,526,15,Delivered
2141,337,129,213,2023-02-17,1147,36,Cancelled
